predio,band,month,historical_median,historical_p25,historical_p75,value_2026
V_SIEBENTHAL2,NDVI,1,0.4658,0.4439,0.4871,0.4136
V_SIEBENTHAL2,NDVI,2,0.4524,0.4200,0.4624,0.4161
V_SIEBENTHAL2,NDVI,3,0.4817,0.4499,0.5019,0.4328
V_SIEBENTHAL2,NDVI,4,0.4896,0.4738,0.5016,0.4349
V_SIEBENTHAL2,NDVI,5,0.4688,0.4243,0.4817,0.3784
V_SIEBENTHAL2,NDVI,6,0.4329,0.4110,0.5660,0.2896
V_SIEBENTHAL2,NDVI,7,0.4816,0.4371,0.5504,0.2716
V_SIEBENTHAL2,NDVI,8,0.5596,0.5343,0.5656,
V_SIEBENTHAL2,NDVI,9,0.4038,0.3893,0.4610,
V_SIEBENTHAL2,NDVI,10,0.4288,0.4151,0.4461,
V_SIEBENTHAL2,NDVI,11,0.4484,0.4362,0.4530,
V_SIEBENTHAL2,NDVI,12,0.4244,0.4172,0.4366,
V_SIEBENTHAL2,NDMI,1,0.0702,0.0562,0.0732,-0.0172
V_SIEBENTHAL2,NDMI,2,0.0589,0.0297,0.0643,-0.0113
V_SIEBENTHAL2,NDMI,3,0.0659,0.0354,0.0898,0.0046
V_SIEBENTHAL2,NDMI,4,0.0505,0.0343,0.0570,-0.0073
V_SIEBENTHAL2,NDMI,5,0.0158,-0.0072,0.0213,-0.0250
V_SIEBENTHAL2,NDMI,6,-0.0261,-0.0808,0.0040,-0.1302
V_SIEBENTHAL2,NDMI,7,-0.0043,-0.0694,0.0415,-0.1165
V_SIEBENTHAL2,NDMI,8,0.0885,0.0597,0.0916,
V_SIEBENTHAL2,NDMI,9,-0.0804,-0.0931,-0.0534,
V_SIEBENTHAL2,NDMI,10,-0.0562,-0.0687,-0.0381,
V_SIEBENTHAL2,NDMI,11,-0.0066,-0.0180,-0.0004,
V_SIEBENTHAL2,NDMI,12,-0.0071,-0.0174,0.0073,
V_SIEBENTHAL2,MNDWI,1,-0.4734,-0.4878,-0.4605,-0.5097
V_SIEBENTHAL2,MNDWI,2,-0.4876,-0.4924,-0.4752,-0.5245
V_SIEBENTHAL2,MNDWI,3,-0.4956,-0.5067,-0.4938,-0.5258
V_SIEBENTHAL2,MNDWI,4,-0.5346,-0.5423,-0.5275,-0.5409
V_SIEBENTHAL2,MNDWI,5,-0.5531,-0.5896,-0.5490,-0.5498
V_SIEBENTHAL2,MNDWI,6,-0.5713,-0.5909,-0.5400,-0.5661
V_SIEBENTHAL2,MNDWI,7,-0.5798,-0.5848,-0.5494,-0.5184
V_SIEBENTHAL2,MNDWI,8,-0.5496,-0.5509,-0.5182,
V_SIEBENTHAL2,MNDWI,9,-0.5367,-0.5538,-0.5322,
V_SIEBENTHAL2,MNDWI,10,-0.5378,-0.5445,-0.5342,
V_SIEBENTHAL2,MNDWI,11,-0.5202,-0.5219,-0.5158,
V_SIEBENTHAL2,MNDWI,12,-0.5074,-0.5140,-0.5025,
V_SIEBENTHAL2,REDEDGE_POSITION,1,716.6873,716.3116,718.1998,716.6794
V_SIEBENTHAL2,REDEDGE_POSITION,2,716.1720,714.6312,716.7923,716.9468
V_SIEBENTHAL2,REDEDGE_POSITION,3,716.3186,716.0176,716.7634,716.4865
V_SIEBENTHAL2,REDEDGE_POSITION,4,715.2567,714.0348,715.7712,713.9325
V_SIEBENTHAL2,REDEDGE_POSITION,5,713.4146,713.2886,714.0432,714.1901
V_SIEBENTHAL2,REDEDGE_POSITION,6,713.0570,711.5297,714.2440,719.2626
V_SIEBENTHAL2,REDEDGE_POSITION,7,713.5447,713.2186,715.0058,717.2375
V_SIEBENTHAL2,REDEDGE_POSITION,8,715.8621,715.3452,716.9190,
V_SIEBENTHAL2,REDEDGE_POSITION,9,711.0297,709.6590,713.5380,
V_SIEBENTHAL2,REDEDGE_POSITION,10,714.3865,714.2123,715.7734,
V_SIEBENTHAL2,REDEDGE_POSITION,11,716.4906,716.0251,716.9543,
V_SIEBENTHAL2,REDEDGE_POSITION,12,717.0208,716.2760,717.1814,
V_SIEBENTHAL2,MCARI,1,0.0464,0.0420,0.0486,0.0344
V_SIEBENTHAL2,MCARI,2,0.0417,0.0396,0.0438,0.0296
V_SIEBENTHAL2,MCARI,3,0.0439,0.0386,0.0466,0.0333
V_SIEBENTHAL2,MCARI,4,0.0401,0.0390,0.0438,0.0346
V_SIEBENTHAL2,MCARI,5,0.0365,0.0317,0.0371,0.0246
V_SIEBENTHAL2,MCARI,6,0.0339,0.0306,0.0594,0.0097
V_SIEBENTHAL2,MCARI,7,0.0409,0.0292,0.0629,0.0124
V_SIEBENTHAL2,MCARI,8,0.0515,0.0493,0.0653,
V_SIEBENTHAL2,MCARI,9,0.0360,0.0330,0.0454,
V_SIEBENTHAL2,MCARI,10,0.0351,0.0344,0.0414,
V_SIEBENTHAL2,MCARI,11,0.0410,0.0387,0.0432,
V_SIEBENTHAL2,MCARI,12,0.0382,0.0359,0.0390,
V_SIEBENTHAL2,GNDVI,1,0.5125,0.5059,0.5344,0.4962
V_SIEBENTHAL2,GNDVI,2,0.5192,0.5111,0.5262,0.5158
V_SIEBENTHAL2,GNDVI,3,0.5423,0.5259,0.5558,0.5285
V_SIEBENTHAL2,GNDVI,4,0.5678,0.5643,0.5724,0.5353
V_SIEBENTHAL2,GNDVI,5,0.5633,0.5445,0.5779,0.5234
V_SIEBENTHAL2,GNDVI,6,0.5334,0.5058,0.5919,0.4719
V_SIEBENTHAL2,GNDVI,7,0.5345,0.5236,0.5831,0.4298
V_SIEBENTHAL2,GNDVI,8,0.5764,0.5387,0.5874,
V_SIEBENTHAL2,GNDVI,9,0.4777,0.4653,0.5207,
V_SIEBENTHAL2,GNDVI,10,0.4999,0.4935,0.5096,
V_SIEBENTHAL2,GNDVI,11,0.5132,0.5065,0.5171,
V_SIEBENTHAL2,GNDVI,12,0.5010,0.4971,0.5123,
V_SIEBENTHAL2,MSAVI,1,0.2594,0.2472,0.2701,0.2128
V_SIEBENTHAL2,MSAVI,2,0.2387,0.2254,0.2444,0.2029
V_SIEBENTHAL2,MSAVI,3,0.2373,0.2236,0.2499,0.2037
V_SIEBENTHAL2,MSAVI,4,0.2318,0.2157,0.2376,0.1972
V_SIEBENTHAL2,MSAVI,5,0.1986,0.1865,0.2079,0.1770
V_SIEBENTHAL2,MSAVI,6,0.1792,0.1564,0.2336,0.1260
V_SIEBENTHAL2,MSAVI,7,0.2226,0.1816,0.2530,0.1389
V_SIEBENTHAL2,MSAVI,8,0.3006,0.2757,0.3092,
V_SIEBENTHAL2,MSAVI,9,0.1948,0.1878,0.2168,
V_SIEBENTHAL2,MSAVI,10,0.2160,0.2022,0.2281,
V_SIEBENTHAL2,MSAVI,11,0.2426,0.2383,0.2459,
V_SIEBENTHAL2,MSAVI,12,0.2304,0.2224,0.2366,
V_SIEBENTHAL2,EVI,1,0.2901,0.2774,0.2995,0.2386
V_SIEBENTHAL2,EVI,2,0.2659,0.2467,0.2720,0.2226
V_SIEBENTHAL2,EVI,3,0.2638,0.2501,0.2762,0.2252
V_SIEBENTHAL2,EVI,4,0.2529,0.2344,0.2641,0.2181
V_SIEBENTHAL2,EVI,5,0.2207,0.2064,0.2304,0.1931
V_SIEBENTHAL2,EVI,6,0.1963,0.1768,0.2597,0.1365
V_SIEBENTHAL2,EVI,7,0.2641,0.2007,0.2796,0.1571
V_SIEBENTHAL2,EVI,8,0.3412,0.3102,0.3592,
V_SIEBENTHAL2,EVI,9,0.2237,0.2117,0.2437,
V_SIEBENTHAL2,EVI,10,0.2408,0.2267,0.2522,
V_SIEBENTHAL2,EVI,11,0.2715,0.2661,0.2743,
V_SIEBENTHAL2,EVI,12,0.2570,0.2525,0.2641,
V_SIEBENTHAL2,PSRI,1,0.1799,0.1732,0.1863,0.2133
V_SIEBENTHAL2,PSRI,2,0.2100,0.1894,0.2339,0.2464
V_SIEBENTHAL2,PSRI,3,0.1896,0.1823,0.2020,0.2318
V_SIEBENTHAL2,PSRI,4,0.2121,0.1947,0.2250,0.2343
V_SIEBENTHAL2,PSRI,5,0.2264,0.2137,0.2512,0.2933
V_SIEBENTHAL2,PSRI,6,0.2012,0.1554,0.2375,0.3751
V_SIEBENTHAL2,PSRI,7,0.1817,0.1288,0.2346,0.3397
V_SIEBENTHAL2,PSRI,8,0.1164,0.1109,0.1233,
V_SIEBENTHAL2,PSRI,9,0.2098,0.1996,0.2239,
V_SIEBENTHAL2,PSRI,10,0.2178,0.2040,0.2221,
V_SIEBENTHAL2,PSRI,11,0.1944,0.1882,0.2066,
V_SIEBENTHAL2,PSRI,12,0.2076,0.1978,0.2176,
