predio,band,iso_week,historical_median,historical_p25,historical_p75,value_2026
G6,NDVI,1,0.7987,0.7895,0.8079,0.7561
G6,NDVI,2,0.8070,0.8052,0.8088,0.7543
G6,NDVI,3,0.8092,0.8046,0.8139,0.7579
G6,NDVI,4,0.8053,0.7967,0.8139,0.6941
G6,NDVI,5,0.8045,0.7994,0.8095,0.7487
G6,NDVI,6,0.7989,0.7903,0.8076,0.7489
G6,NDVI,7,0.7820,0.7749,0.7891,0.7394
G6,NDVI,8,0.5456,0.5456,0.5456,0.7411
G6,NDVI,9,0.7618,0.7604,0.7633,0.7278
G6,NDVI,10,0.7693,0.7671,0.7714,0.7162
G6,NDVI,11,0.7520,0.7425,0.7615,0.6818
G6,NDVI,12,0.7424,0.7401,0.7446,0.7089
G6,NDVI,13,0.6981,0.6851,0.7111,0.7104
G6,NDVI,14,0.7643,0.7602,0.7684,0.6799
G6,NDVI,15,0.7639,0.7639,0.7639,0.6479
G6,NDVI,16,0.8516,0.8516,0.8516,
G6,NDVI,17,0.7380,0.7057,0.7702,0.4815
G6,NDVI,18,0.6131,0.6131,0.6131,0.6685
G6,NDVI,19,,,,
G6,NDVI,20,0.5579,0.5221,0.5937,
G6,NDVI,21,,,,
G6,NDVI,22,0.2890,0.2890,0.2890,
G6,NDVI,23,0.3546,0.3546,0.3546,
G6,NDVI,24,0.4303,0.4303,0.4303,
G6,NDVI,25,0.3887,0.3887,0.3887,
G6,NDVI,26,0.3649,0.3432,0.3865,
G6,NDVI,27,0.3338,0.3047,0.3630,
G6,NDVI,28,0.3189,0.3021,0.3357,
G6,NDVI,29,0.3069,0.2883,0.3255,
G6,NDVI,30,0.2826,0.2826,0.2826,
G6,NDVI,31,,,,
G6,NDVI,32,0.2862,0.2595,0.3129,
G6,NDVI,33,0.1898,0.1898,0.1898,
G6,NDVI,34,0.2257,0.2157,0.2358,
G6,NDVI,35,0.2490,0.2490,0.2490,
G6,NDVI,36,0.2337,0.2314,0.2360,
G6,NDVI,37,0.2598,0.2481,0.2715,
G6,NDVI,38,0.3383,0.2827,0.3939,
G6,NDVI,39,0.3936,0.3246,0.4626,
G6,NDVI,40,0.6437,0.6437,0.6437,
