predio,band,month,historical_median,historical_p25,historical_p75,value_2026
G3,NDVI,1,0.8243,0.8081,0.8280,0.8429
G3,NDVI,2,0.7974,0.7814,0.8080,0.8350
G3,NDVI,3,0.7663,0.7367,0.7986,0.7899
G3,NDVI,4,0.8033,0.7654,0.8137,0.7524
G3,NDVI,5,0.7521,0.5930,0.7578,0.7245
G3,NDVI,6,0.3382,0.3075,0.3841,
G3,NDVI,7,0.2912,0.2843,0.3183,
G3,NDVI,8,0.2711,0.2693,0.2770,
G3,NDVI,9,0.2234,0.2078,0.2291,
G3,NDVI,10,0.7209,0.5708,0.8191,
G3,NDVI,11,0.8749,0.8583,0.8879,
G3,NDVI,12,0.8724,0.8595,0.8828,
G3,NDMI,1,0.3989,0.3896,0.4037,0.4197
G3,NDMI,2,0.3736,0.3550,0.3832,0.4004
G3,NDMI,3,0.3473,0.3335,0.3706,0.3642
G3,NDMI,4,0.3953,0.3638,0.4149,0.3709
G3,NDMI,5,0.3778,0.2951,0.3936,0.3557
G3,NDMI,6,0.1084,0.0801,0.1602,
G3,NDMI,7,-0.0212,-0.0767,-0.0033,
G3,NDMI,8,-0.1124,-0.1191,-0.1074,
G3,NDMI,9,-0.1235,-0.1264,-0.1148,
G3,NDMI,10,0.2578,0.1219,0.3431,
G3,NDMI,11,0.4269,0.3971,0.4377,
G3,NDMI,12,0.4431,0.4281,0.4512,
G3,NDWI,1,-0.7447,-0.7599,-0.7415,-0.7718
G3,NDWI,2,-0.7450,-0.7497,-0.7292,-0.7709
G3,NDWI,3,-0.7226,-0.7454,-0.7070,-0.7389
G3,NDWI,4,-0.7502,-0.7608,-0.7303,-0.7130
G3,NDWI,5,-0.7258,-0.7284,-0.6556,-0.7135
G3,NDWI,6,-0.6041,-0.6333,-0.6000,
G3,NDWI,7,-0.5284,-0.5850,-0.5126,
G3,NDWI,8,-0.4700,-0.4770,-0.4615,
G3,NDWI,9,-0.4107,-0.4193,-0.4061,
G3,NDWI,10,-0.6275,-0.6875,-0.5939,
G3,NDWI,11,-0.7412,-0.7550,-0.7271,
G3,NDWI,12,-0.7747,-0.7808,-0.7735,
G3,MNDWI,1,-0.4972,-0.5240,-0.4884,-0.5275
G3,MNDWI,2,-0.5161,-0.5295,-0.5009,-0.5368
G3,MNDWI,3,-0.5125,-0.5202,-0.4892,-0.5091
G3,MNDWI,4,-0.5088,-0.5186,-0.4887,-0.4778
G3,MNDWI,5,-0.4508,-0.4693,-0.4360,-0.4794
G3,MNDWI,6,-0.5455,-0.5629,-0.5068,
G3,MNDWI,7,-0.5855,-0.5888,-0.5729,
G3,MNDWI,8,-0.5579,-0.5593,-0.5418,
G3,MNDWI,9,-0.5014,-0.5172,-0.4947,
G3,MNDWI,10,-0.4655,-0.4739,-0.4567,
G3,MNDWI,11,-0.4709,-0.4737,-0.4490,
G3,MNDWI,12,-0.5091,-0.5174,-0.5025,
G3,GNDVI,1,0.7447,0.7415,0.7599,0.7718
G3,GNDVI,2,0.7450,0.7292,0.7497,0.7709
G3,GNDVI,3,0.7226,0.7070,0.7454,0.7389
G3,GNDVI,4,0.7502,0.7303,0.7608,0.7130
G3,GNDVI,5,0.7258,0.6556,0.7284,0.7135
G3,GNDVI,6,0.6041,0.6000,0.6333,
G3,GNDVI,7,0.5284,0.5126,0.5850,
G3,GNDVI,8,0.4700,0.4615,0.4770,
G3,GNDVI,9,0.4107,0.4061,0.4193,
G3,GNDVI,10,0.6275,0.5939,0.6875,
G3,GNDVI,11,0.7412,0.7271,0.7550,
G3,GNDVI,12,0.7747,0.7735,0.7808,
G3,EVI,1,0.6569,0.6546,0.6802,0.7533
G3,EVI,2,0.6133,0.5939,0.6234,0.6666
G3,EVI,3,0.5519,0.5192,0.5816,0.5928
G3,EVI,4,0.5688,0.5220,0.5907,0.5394
