predio,band,month,historical_median,historical_p25,historical_p75,value_2026
G2,KNDVI,5,0.4249,0.3939,0.4358,
G2,KNDVI,6,0.1635,0.1482,0.2185,
G2,KNDVI,7,0.1030,0.0894,0.1069,
G2,KNDVI,8,0.0735,0.0684,0.0773,
G2,KNDVI,9,0.0590,0.0556,0.0605,
G2,KNDVI,10,0.4617,0.2543,0.5383,
G2,KNDVI,11,0.5971,0.5824,0.6035,
G2,KNDVI,12,0.5963,0.5910,0.6050,
G2,MCARI,1,0.1456,0.1313,0.1668,0.1822
G2,MCARI,2,0.1208,0.1056,0.1286,0.1393
G2,MCARI,3,0.0996,0.0900,0.1060,0.1326
G2,MCARI,4,0.1112,0.0989,0.1438,0.1187
G2,MCARI,5,0.1103,0.1002,0.1190,
G2,MCARI,6,0.0377,0.0368,0.0635,
G2,MCARI,7,0.0141,0.0115,0.0146,
G2,MCARI,8,0.0098,0.0086,0.0117,
G2,MCARI,9,0.0084,0.0063,0.0106,
G2,MCARI,10,0.1164,0.0632,0.1670,
G2,MCARI,11,0.2983,0.2622,0.3116,
G2,MCARI,12,0.2289,0.2169,0.3089,
G2,MSI,1,0.4623,0.4565,0.4798,0.4763
G2,MSI,2,0.5181,0.5020,0.5669,0.4883
G2,MSI,3,0.5714,0.5137,0.6105,0.5185
G2,MSI,4,0.5489,0.4746,0.5776,0.5218
G2,MSI,5,0.5714,0.5388,0.6101,
G2,MSI,6,0.8017,0.7288,0.8323,
G2,MSI,7,1.0979,1.0579,1.2002,
G2,MSI,8,1.3465,1.2918,1.3584,
G2,MSI,9,1.3795,1.3613,1.4223,
G2,MSI,10,0.6615,0.5626,0.9446,
G2,MSI,11,0.4704,0.4501,0.4875,
G2,MSI,12,0.4381,0.4320,0.4489,
G2,NDMISTRESS,1,0.3770,0.3688,0.3829,0.3707
G2,NDMISTRESS,2,0.3330,0.2967,0.3581,0.3527
G2,NDMISTRESS,3,0.2993,0.2693,0.3397,0.3318
G2,NDMISTRESS,4,0.3056,0.2892,0.3724,0.3249
G2,NDMISTRESS,5,0.2883,0.2604,0.3140,
G2,NDMISTRESS,6,0.1427,0.1409,0.1884,
G2,NDMISTRESS,7,-0.0225,-0.0617,-0.0088,
G2,NDMISTRESS,8,-0.1099,-0.1214,-0.0946,
G2,NDMISTRESS,9,-0.1407,-0.1452,-0.1305,
G2,NDMISTRESS,10,0.2071,0.0492,0.2819,
G2,NDMISTRESS,11,0.3656,0.3498,0.3857,
G2,NDMISTRESS,12,0.3946,0.3930,0.4002,
G2,NDII,1,0.3718,0.3561,0.3781,0.3585
G2,NDII,2,0.3229,0.2828,0.3382,0.3487
G2,NDII,3,0.2788,0.2471,0.3258,0.3217
G2,NDII,4,0.2965,0.2734,0.3615,0.3182
G2,NDII,5,0.2789,0.2481,0.3049,
G2,NDII,6,0.1111,0.0932,0.1624,
G2,NDII,7,-0.0458,-0.0896,-0.0269,
G2,NDII,8,-0.1456,-0.1495,-0.1269,
G2,NDII,9,-0.1573,-0.1726,-0.1518,
G2,NDII,10,0.2061,0.0320,0.2823,
G2,NDII,11,0.3645,0.3500,0.3843,
G2,NDII,12,0.3948,0.3857,0.4016,
G2,NDCI,1,0.4162,0.3916,0.4358,0.4499
G2,NDCI,2,0.3790,0.3577,0.3931,0.4191
G2,NDCI,3,0.3412,0.3216,0.3791,0.3925
G2,NDCI,4,0.3682,0.3249,0.4463,0.3680
G2,NDCI,5,0.3525,0.3319,0.3700,
G2,NDCI,6,0.1870,0.1790,0.2368,
G2,NDCI,7,0.1065,0.0925,0.1133,
G2,NDCI,8,0.0872,0.0840,0.0894,
G2,NDCI,9,0.0743,0.0639,0.0794,
G2,NDCI,10,0.3782,0.2431,0.4585,
G2,NDCI,11,0.5440,0.5266,0.5523,
G2,NDCI,12,0.4984,0.4868,0.5458,
G2,PSSRB1,1,10.8943,9.8190,11.5168,10.6385
G2,PSSRB1,2,8.1298,6.7190,9.0431,9.6742
G2,PSSRB1,3,6.5796,5.2400,8.3827,7.6469
G2,PSSRB1,4,6.7101,6.0659,9.3882,6.4211
G2,PSSRB1,5,5.3968,4.8252,5.7533,
G2,PSSRB1,6,2.3750,2.2573,2.7935,
G2,PSSRB1,7,1.9451,1.8537,1.9738,
G2,PSSRB1,8,1.7440,1.7103,1.7705,
G2,PSSRB1,9,1.6401,1.6156,1.6515,
G2,PSSRB1,10,6.4098,3.1499,9.4541,
G2,PSSRB1,11,14.9560,13.6599,15.2658,
G2,PSSRB1,12,13.9705,13.4109,15.3071,
G2,SIPI1,1,1.0415,1.0328,1.0438,1.0450
G2,SIPI1,2,1.0644,1.0517,1.0910,1.0705
G2,SIPI1,3,1.0901,1.0598,1.1249,1.0853
G2,SIPI1,4,1.1020,1.0640,1.1126,1.1011
G2,SIPI1,5,1.1545,1.1330,1.1899,
G2,SIPI1,6,1.4910,1.4283,1.5353,
G2,SIPI1,7,1.6748,1.6454,1.6954,
G2,SIPI1,8,1.7003,1.6467,1.7622,
G2,SIPI1,9,1.9090,1.8034,1.9361,
G2,SIPI1,10,1.0896,1.0717,1.2815,
G2,SIPI1,11,1.0387,1.0356,1.0447,
G2,SIPI1,12,1.0318,1.0286,1.0322,
G2,LAI,1,2.6000,2.4701,2.6723,2.3781
G2,LAI,2,2.0466,1.7274,2.3227,2.1333
G2,LAI,3,1.7304,1.4977,2.0388,1.9055
G2,LAI,4,1.6956,1.5460,2.1407,1.6045
G2,LAI,5,1.4829,1.3369,1.5261,
G2,LAI,6,0.6471,0.6237,0.7943,
G2,LAI,7,0.2826,0.2647,0.3102,
G2,LAI,8,0.1544,0.1257,0.1943,
G2,LAI,9,0.1190,0.0999,0.1711,
