predio,band,iso_week,historical_median,historical_p25,historical_p75,value_2026
G4,NDVI,1,0.8318,0.8191,0.8444,0.8806
G4,NDVI,2,0.8327,0.8318,0.8336,0.8763
G4,NDVI,3,0.8404,0.8400,0.8408,0.7961
G4,NDVI,4,0.8331,0.8330,0.8333,0.8007
G4,NDVI,5,0.8352,0.8258,0.8445,0.8480
G4,NDVI,6,0.8343,0.8274,0.8411,0.8399
G4,NDVI,7,0.8341,0.8200,0.8482,0.8333
G4,NDVI,8,,,,0.8318
G4,NDVI,9,0.8302,0.8044,0.8561,0.8115
G4,NDVI,10,0.8255,0.8013,0.8496,0.7970
G4,NDVI,11,0.8086,0.7778,0.8394,0.7570
G4,NDVI,12,0.7887,0.7588,0.8186,0.7885
G4,NDVI,13,0.7700,0.7430,0.7969,0.7976
G4,NDVI,14,0.7730,0.7505,0.7954,0.7913
G4,NDVI,15,0.8092,0.8092,0.8092,0.7124
G4,NDVI,16,0.8979,0.8979,0.8979,
G4,NDVI,17,0.8000,0.7665,0.8335,0.5547
G4,NDVI,18,0.7395,0.7395,0.7395,0.7411
G4,NDVI,19,,,,
G4,NDVI,20,0.7189,0.7189,0.7189,
G4,NDVI,21,,,,
G4,NDVI,22,0.5101,0.5101,0.5101,
G4,NDVI,23,0.5285,0.5285,0.5285,
G4,NDVI,24,0.3860,0.3860,0.3860,
G4,NDVI,25,0.5045,0.5045,0.5045,
G4,NDVI,26,0.3779,0.3516,0.4042,
G4,NDVI,27,0.3730,0.3641,0.3819,
G4,NDVI,28,0.3630,0.3514,0.3746,
G4,NDVI,29,0.3516,0.3364,0.3668,
G4,NDVI,30,0.2585,0.2585,0.2585,
G4,NDVI,31,,,,
G4,NDVI,32,0.4324,0.3647,0.5001,
G4,NDVI,33,0.4188,0.4188,0.4188,
G4,NDVI,34,0.2693,0.2693,0.2693,
G4,NDVI,35,0.3853,0.3853,0.3853,
G4,NDVI,36,0.2423,0.2213,0.2633,
G4,NDVI,37,0.1988,0.1889,0.2088,
G4,NDVI,38,0.1662,0.1526,0.1798,
G4,NDVI,39,0.1770,0.1687,0.1854,
G4,NDVI,40,0.1992,0.1992,0.1992,
G4,NDVI,41,0.2950,0.2950,0.2950,
G4,NDVI,42,0.4463,0.4415,0.4511,
G4,NDVI,43,0.6002,0.5561,0.6442,
G4,NDVI,44,0.6932,0.6763,0.7102,
G4,NDVI,45,0.7662,0.7625,0.7698,
G4,NDVI,46,0.8276,0.8158,0.8394,
G4,NDVI,47,0.8579,0.8515,0.8643,
G4,NDVI,48,0.8735,0.8689,0.8782,
G4,NDVI,49,0.8828,0.8807,0.8849,
G4,NDVI,50,0.8892,0.8821,0.8963,
G4,NDVI,51,0.8637,0.8571,0.8704,
G4,NDVI,52,0.8689,0.8669,0.8710,
G4,NDMI,1,0.3855,0.3746,0.3964,0.4235
G4,NDMI,2,0.3836,0.3819,0.3854,0.4197
G4,NDMI,3,0.3846,0.3823,0.3869,0.3856
G4,NDMI,4,0.3806,0.3784,0.3828,0.3538
G4,NDMI,5,0.3807,0.3744,0.3871,0.3863
G4,NDMI,6,0.3780,0.3733,0.3827,0.3812
G4,NDMI,7,0.3807,0.3703,0.3911,0.3761
G4,NDMI,8,,,,0.3911
G4,NDMI,9,0.3753,0.3537,0.3968,0.3632
G4,NDMI,10,0.3816,0.3599,0.4033,0.3511
G4,NDMI,11,0.3720,0.3456,0.3983,0.3183
