source,predio_id,predio_name,index,date,year,season,period_key,mean
drone,r_pani,Parcela 31 — Roxana Pani,NDVI,2026-01-21,2026,21 Jan 2026,20260121,0.4051
drone,r_pani,Parcela 31 — Roxana Pani,NDVI,2026-06-12,2026,12 Jun 2026,20260612,0.2519
drone,r_pani,Parcela 31 — Roxana Pani,NDWI,2026-01-21,2026,21 Jan 2026,20260121,-0.1355
drone,r_pani,Parcela 31 — Roxana Pani,NDWI,2026-06-12,2026,12 Jun 2026,20260612,-0.0817
